lat,lon,temp_mean,temp_std,rain_sum,rain_std
43.356718256857995,-92.3170740319392,7.325710382513662,11.139904980084077,810.0,5.361780413762832
42.03610186002126,-94.3965719771077,10.040245901639343,11.592616346824775,601.0,4.107086446145801
43.08151114003075,-93.26124648770784,8.178661202185792,11.06618709590165,817.28,5.851416738912821
43.083611267814796,-95.6247291717836,9.125109289617486,12.016662628440589,522.77,4.00846381983171
42.42781574144713,-94.18167387642815,9.666857923497268,11.76766063619557,583.67,4.112419920550946
42.47099471272369,-91.83759947817693,8.69948087431694,10.833240109060778,870.85,6.656086691311395
40.74774134281323,-92.4100618155761,10.784398907103826,10.516720438981574,898.71,5.973303188993317
41.02908226965874,-94.69927857771226,10.72743169398907,11.055553507136556,640.86,3.9994070072408636
42.03612719650493,-93.46506801473524,9.940136612021858,11.384253300299537,663.91,4.479402573926779
41.030677752616434,-92.40956241959898,10.566120218579234,10.788299355323943,866.5799999999999,5.873226990253897
42.73163545081135,-92.79020846864489,8.914535519125682,10.965153632446954,782.63,5.838249860178348
43.060095033925556,-92.31773356431609,8.095928961748633,10.992120008401772,804.91,5.643388285365011
43.08199179542418,-94.67816010379269,8.926120218579236,11.719406525881796,632.4200000000001,4.314344805178704
42.73424511575197,-94.67862424382832,9.666857923497268,11.76766063619557,583.67,4.112419920550946
43.377887196357364,-95.15088458546364,8.304562841530053,11.84191987555004,592.22,4.23594985870589
43.060085224679675,-92.78940115853081,8.095928961748633,10.992120008401772,804.91,5.643388285365011
42.036127304398335,-94.86031878760136,9.948333333333334,11.639152115868258,548.3900000000001,3.9662979405699925
42.73550550681875,-95.15100090995335,9.644480874316939,11.824046011191381,542.8699999999999,4.066409591962172
42.38520251469786,-94.64042631113679,9.666857923497268,11.76766063619557,583.67,4.112419920550946
41.331446823231786,-94.92790861799178,10.248142076502731,11.375754095776413,576.98,3.8047800617569654
42.037315988266954,-95.38203303202458,10.206475409836065,11.701035794755965,514.54,3.926532448546109
